(585, 780, 975)
(612, 759, 975)
(176, 960, 976)
(248, 945, 977)
(429, 880, 979)
(588, 784, 980)
(540, 819, 981)
(216, 960, 984)
(140, 975, 985)
(473, 864, 985)
(591, 788, 985)
(696, 697, 985)
(264, 950, 986)
(310, 936, 986)
(464, 870, 986)
(680, 714, 986)
(380, 912, 988)
(594, 792, 990)
(597, 796, 995)
(372, 925, 997)
(324, 945, 999)
(280, 960, 1000)
(352, 936, 1000)
(600, 800, 1000)
(385, 924, 1001)
(472, 885, 1003)
(603, 804, 1005)
(532, 855, 1007)
(559, 840, 1009)
(200, 990, 1010)
(434, 912, 1010)
(606, 808, 1010)
(672, 754, 1010)
(525, 864, 1011)
(45, 1012, 1013)
(390, 936, 1014)
(714, 720, 1014)
(119, 1008, 1015)
(168, 1001, 1015)
(609, 812, 1015)
(700, 735, 1015)
(135, 1008, 1017)
(440, 918, 1018)
(156, 1008, 1020)
(432, 924, 1020)
(480, 900, 1020)
(612, 816, 1020)
(660, 779, 1021)
(672, 770, 1022)
(64, 1023, 1025)
(225, 1000, 1025)
(287, 984, 1025)
(420, 935, 1025)
(496, 897, 1025)
(615, 820, 1025)
(665, 780, 1025)
(395, 948, 1027)
(128, 1020, 1028)
(618, 824, 1030)
(192, 1015, 1033)
(621, 828, 1035)
(336, 980, 1036)
(187, 1020, 1037)
(315, 988, 1037)
(488, 915, 1037)
(645, 812, 1037)
(312, 990, 1038)
(256, 1008, 1040)
(400, 960, 1040)
(528, 896, 1040)
(624, 832, 1040)
(558, 880, 1042)
(357, 980, 1043)
(720, 756, 1044)
(627, 836, 1045)
(540, 897, 1047)
(320, 999, 1049)
(294, 1008, 1050)
(630, 840, 1050)
(405, 972, 1053)
(496, 930, 1054)
(633, 844, 1055)
(675, 816, 1059)
(92, 1056, 1060)
(384, 988, 1060)
(560, 900, 1060)
(636, 848, 1060)
(620, 861, 1061)
(639, 852, 1065)
(184, 1050, 1066)
(234, 1040, 1066)
(410, 984, 1066)
(616, 870, 1066)
(715, 792, 1067)
(468, 960, 1068)
(731, 780, 1069)
(642, 856, 1070)
(504, 945, 1071)
(348, 1015, 1073)
(448, 975, 1073)
(495, 952, 1073)
(740, 777, 1073)
(301, 1032, 1075)
(645, 860, 1075)
(276, 1040, 1076)
(415, 996, 1079)
(648, 864, 1080)
(682, 840, 1082)
(651, 868, 1085)
(114, 1080, 1086)
(512, 960, 1088)
(66, 1088, 1090)
(368, 1026, 1090)
(600, 910, 1090)
(654, 872, 1090)
(420, 1008, 1092)
(132, 1085, 1093)
(81, 1092, 1095)
(228, 1071, 1095)
(657, 876, 1095)
(720, 825, 1095)
(704, 840, 1096)
(585, 928, 1097)
(198, 1080, 1098)
(595, 924, 1099)
(308, 1056, 1100)
(660, 880, 1100)
(760, 798, 1102)
(47, 1104, 1105)
(105, 1100, 1105)
(169, 1092, 1105)
(264, 1073, 1105)
(272, 1071, 1105)
(425, 1020, 1105)
(468, 1001, 1105)
(520, 975, 1105)
(561, 952, 1105)
(576, 943, 1105)
(663, 884, 1105)
(700, 855, 1105)
(744, 817, 1105)
(243, 1080, 1107)
(460, 1008, 1108)
